公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
000001,平安银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",广东省深圳市罗湖区深南东路5047号,000001,平安银行,1991-04-03,"17,170,411,366","14,623,200,091",,,,0,0,华南,广东,深圳市,J 金融业,www.bank.pingan.com
000002,万  科Ａ,万科企业股份有限公司,"CHINA VANKE CO., LTD",广东省深圳市盐田区大梅沙环梅路33号万科中心,000002,万  科Ａ,1991-01-29,"9,724,196,533","9,704,474,169",,,,0,0,华南,广东,深圳市,K 房地产,www.vanke.com
000004,国农科技,深圳中国农大科技股份有限公司,"SHENZHEN CAU TECHNOLOGY CO., LTD",广东省深圳市南山区中心路（深圳湾段）3333号中铁南方总部大厦503室,000004,国农科技,1990-12-01,"83,976,684","82,902,973",,,,0,0,华南,广东,深圳市,C 制造业,www.sz000004.cn
000005,世纪星源,深圳世纪星源股份有限公司,SHENZHEN FOUNTAIN CORPORATION,广东省深圳市人民南路发展中心大厦13层,000005,世纪星源,1990-12-10,"1,058,536,842","912,328,931",,,,0,0,华南,广东,深圳市,N 公共环保,www.fountain.com.cn
000006,深振业Ａ,深圳市振业(集团)股份有限公司,"SHENZHEN ZHENYE(GROUP) CO.,LTD",广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,000006,深振业Ａ,1992-04-27,"1,349,995,046","1,343,885,897",,,,0,0,华南,广东,深圳市,K 房地产,www.zhenye.com
000007,全新好,深圳市全新好股份有限公司,"SHENZHEN Quanxinhao CO., LTD.",广东省深圳市华强北路1058号现代之窗大厦A座25层,000007,全新好,1992-04-13,"230,965,363","205,776,701",,,,0,0,华南,广东,深圳市,H 住宿餐饮,
000008,神州高铁,神州高铁技术股份有限公司,"China High-Speed Railway Technology Co., Ltd.",北京市海淀区高梁桥斜街59号院1号楼16层1606,000008,神州高铁,1992-05-07,"2,757,709,279","1,494,475,681",,,,0,0,华北,北京,北京市,C 制造业,www.shenzhou-gaotie.com
000009,中国宝安,中国宝安集团股份有限公司,"CHINA BAOAN GROUP CO.,LTD",广东省深圳市笋岗东路1002号宝安广场A座28-29层,000009,中国宝安,1991-06-25,"1,592,107,386","1,569,544,561",,,,0,0,华南,广东,深圳市,S 综合,www.chinabaoan.com
000010,美丽生态,深圳美丽生态股份有限公司,"SHENZHEN ECOBEAUTY CO., LTD",广东省深圳市宝安区西乡街道宝安桃花源科技创新园主园A栋孵化大楼321-322室,000010,美丽生态,1995-10-27,"819,854,713","407,154,317",,,,0,0,华南,广东,深圳市,E 建筑业,
000011,深物业A,深圳市物业发展(集团)股份有限公司,"SHENZHEN PROPERTIES & RESOURCES DEVELOPMENT (GROUP)CO., LTD",广东省深圳市人民南路国贸大厦39、42层,000011,深物业A,1992-03-30,"528,373,849","175,831,365",200011,深物业B,1992-03-30,"67,605,243","67,605,243",华南,广东,深圳市,K 房地产,www.szwuye.com.cn
000012,南  玻Ａ,中国南玻集团股份有限公司,"CSG HOLDING CO.,LTD.",广东省深圳市蛇口工业六路一号南玻大厦,000012,南  玻Ａ,1992-02-28,"1,312,751,568","1,304,061,716",200012,南  玻Ｂ,1992-02-28,"762,583,992","762,498,492",华南,广东,深圳市,C 制造业,www.csgholding.com
000014,沙河股份,沙河实业股份有限公司,"SHAHE INDUSTRIAL CO.,LTD.",广东省深圳市南山区白石路2222号沙河世纪楼,000014,沙河股份,1992-06-02,"201,705,187","201,700,249",,,,0,0,华南,广东,深圳市,K 房地产,www.shahe.cn
000016,深康佳Ａ,康佳集团股份有限公司,"KONKA GROUP CO.,LTD",广东省深圳市南山区华侨城,000016,深康佳Ａ,1992-03-27,"1,596,593,800","1,595,621,780",200016,深康佳Ｂ,1992-03-27,"811,351,608","811,351,608",华南,广东,深圳市,C 制造业,www.konka.com
000017,深中华A,深圳中华自行车(集团)股份有限公司,"SHENZHEN CHINA BICYCLE COMPANY(HOLDINGS) CO.,LTD",广东省深圳市布心路三零零八号,000017,深中华A,1992-03-31,"302,984,965","302,967,139",200017,深中华B,1992-03-31,"248,362,982","248,362,982",华南,广东,深圳市,C 制造业,www.cbc.com.cn
000018,神州长城,神州长城股份有限公司,"Sino Great Wall Co.,Ltd.",广东省深圳市龙岗区葵涌镇白石岗葵鹏路26号,000018,神州长城,1992-06-16,"1,434,441,780","377,624,331",200018,神州B,1992-06-16,"263,803,231","263,803,231",华南,广东,深圳市,C 制造业,www.udcgroup.com
000019,深深宝Ａ,深圳市深宝实业股份有限公司,"SHENZHEN SHENBAO INDUSTRIAL CO.,LTD",广东省深圳市南山区粤海街道学府路科技园南区软件产业基地4栋B座8层,000019,深深宝Ａ,1992-10-12,"404,575,476","377,872,961",200019,深深宝Ｂ,1992-10-12,"47,044,800","47,044,800",华南,广东,深圳市,C 制造业,www.sbsy.com.cn
000020,深华发Ａ,深圳中恒华发股份有限公司,"SHENZHEN HUAFA ELECTRONICS CO., LTD.",广东省深圳市福田区华发北路411幢,000020,深华发Ａ,1992-04-28,"181,165,391","181,146,183",200020,深华发Ｂ,1992-04-28,"101,995,836","101,995,836",华南,广东,深圳市,C 制造业,www.hwafa.com.cn
000021,深科技,深圳长城开发科技股份有限公司,"SHENZHEN KAIFA TECHNOLOGY CO., LTD",广东省深圳市福田区彩田路7006号,000021,深科技,1994-02-02,"1,471,259,363","1,469,812,794",,,,0,0,华南,广东,深圳市,C 制造业,www.kaifa.com.cn
000022,深赤湾Ａ,深圳赤湾港航股份有限公司,Shenzhen Chiwan Wharf Holdings Limited,广东省深圳市赤湾,000022,深赤湾Ａ,1993-05-05,"464,868,300","464,866,050",200022,深赤湾Ｂ,1993-05-05,"179,895,430","179,880,625",华南,广东,深圳市,G 运输仓储,www.szcwh.com
000023,深天地Ａ,深圳市天地(集团)股份有限公司,"SHENZHEN UNIVERSE (GROUP)CO.,LTD",广东省深圳市高新技术产业园北区朗山路东物商业大楼10楼,000023,深天地Ａ,1993-04-29,"138,756,240","138,756,240",,,,0,0,华南,广东,深圳市,C 制造业,www.000023.cn
000025,特  力Ａ,深圳市特力(集团)股份有限公司,"SHENZHEN TELLUS HOLDING CO.,LTD",广东省深圳市深南中路中核大厦,000025,特  力Ａ,1993-06-21,"270,881,600","179,294,544",200025,特  力Ｂ,1993-06-21,"26,400,000","26,400,000",华南,广东,深圳市,F 批发零售,www.tellus.cn
000026,飞亚达Ａ,飞亚达（集团）股份有限公司,FIYTA  HOLDINGS  LTD.,广东省深圳市南山区高新南一道飞亚达科技大厦,000026,飞亚达Ａ,1993-06-03,"357,096,881","311,070,137",200026,飞亚达Ｂ,1993-06-03,"81,648,000","81,648,000",华南,广东,深圳市,F 批发零售,www.fiytagroup.com
000027,深圳能源,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",广东省深圳市福田区深南中路2068号华能大厦5，33，35-36，38-41层,000027,深圳能源,1993-09-03,"3,964,491,597","3,964,491,597",,,,0,0,华南,广东,深圳市,D 水电煤气,www.sec.com.cn
000028,国药一致,国药集团一致药业股份有限公司,CHINA NATIONAL ACCORD MEDICINES CORPORATION LTD,广东省深圳市福田区八卦四路15号一致药业大楼,000028,国药一致,1993-08-09,"307,746,343","233,261,812",200028,一致Ｂ,1993-08-09,"54,885,600","54,885,600",华南,广东,深圳市,F 批发零售,www.szaccord.com.cn
000029,深深房Ａ,深圳经济特区房地产(集团)股份有限公司,"SHENZHEN SPECIAL ECONOMIC ZONE REAL ESTATE（GROUP）CO.,LTD.",广东省深圳市人民南路3005号深房广场47楼,000029,深深房Ａ,1993-09-15,"891,660,000","891,592,500",200029,深深房Ｂ,1994-01-10,"120,000,000","120,000,000",华南,广东,深圳市,K 房地产,www.sfjt.com.cn
000030,富奥股份,富奥汽车零部件股份有限公司,FAWER Automotive Parts Limited Company,吉林省长春市汽车经济技术开发区东风南街777号,000030,富奥股份,1993-09-29,"1,259,095,140","1,247,233,636",200030,富奥B,1993-09-29,"34,156,368","34,156,368",东北,吉林,长春市,C 制造业,
000031,中粮地产,中粮地产（集团）股份有限公司,"COFCO  PROPERTY (GROUP) CO.,LTD.",广东省深圳市宝安区新城二区湖滨路,000031,中粮地产,1993-10-08,"1,813,731,596","1,813,722,958",,,,0,0,华南,广东,深圳市,K 房地产,www.cofco-property.cn
000032,深桑达Ａ,深圳市桑达实业股份有限公司,"SHENZHEN SED INDUSTRY CO.,LTD",广东省深圳市南山区科技园科技路1号桑达科技大厦15-17楼,000032,深桑达Ａ,1993-10-28,"422,254,134","279,435,887",,,,0,0,华南,广东,深圳市,F 批发零售,www.sedind.com
000033,*ST新都,深圳新都酒店股份有限公司,"SHENZHEN CENTURY PLAZA HOTEL CO.,LTD",广东省深圳市春风路一号,000033,*ST新都,1994-01-03,"429,720,035","429,718,334",,,,0,0,华南,广东,深圳市,H 住宿餐饮,www.szcphotel.com
000034,神州数码,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",广东省深圳市南山区粤海街道科发路8号金融服务技术创新基地1栋11E,000034,神州数码,1994-05-09,"654,070,434","340,050,399",,,,0,0,华南,广东,深圳市,S 综合,www.digitalchina.com
000035,中国天楹,中国天楹股份有限公司, China Tianying Inc.,江苏省海安县城黄海大道（西）268号,000035,中国天楹,1994-04-08,"1,238,557,742","811,601,602",,,,0,0,华东,江苏,南通市,N 公共环保,www.chinakejian.net
000036,华联控股,华联控股股份有限公司,CHINA UNION HOLDINGS LTD,广东省深圳市深南中路2008号华联大厦11层(1103-1109室),000036,华联控股,1994-06-17,"1,139,687,712","1,128,255,233",,,,0,0,华南,广东,深圳市,K 房地产,www.udcgroup.com
000037,*ST南电A,深圳南山热电股份有限公司,"SHENZHEN NANSHAN POWER STATION CO.,LTD",广东省深圳市南山区月亮湾大道2097号,000037,*ST南电A,1994-07-01,"338,908,150","338,891,172",200037,*ST南电B,1994-11-28,"263,854,446","263,854,446",华南,广东,深圳市,D 水电煤气,www.nsrd.com.cn
000038,深大通,深圳大通实业股份有限公司,"SHENZHEN CAPSTONE INDUSTRIAL CO.,LTD",广东省深圳市华侨城东部工业区,000038,深大通,1994-08-08,"326,735,887","37,731,440",,,,0,0,华南,广东,深圳市,K 房地产,www.chinadatong.com
000039,中集集团,中国国际海运集装箱(集团)股份有限公司,"CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD",广东省深圳市南山蛇口工业区港湾大道2号中集研发中心8楼,000039,中集集团,1994-04-08,"1,261,787,277","1,260,900,251",,,,0,0,华南,广东,深圳市,C 制造业,www.cimc.com
000040,宝安地产,宝安鸿基地产集团股份有限公司,"BAOAN HONGJI REAL ESTATE GROUP CO., LTD.",广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,000040,宝安地产,1994-08-08,"469,593,364","464,581,042",,,,0,0,华南,广东,深圳市,K 房地产,www.bahjdc.com
000042,中洲控股,深圳市中洲投资控股股份有限公司,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",广东省深圳市福田区百花五路长源楼,000042,中洲控股,1994-09-21,"664,831,139","478,846,963",,,,0,0,华南,广东,深圳市,K 房地产,www.zztzkg.com
000043,中航地产,中航地产股份有限公司,AVIC REAL ESTATE HOLDING COMPANY LIMITED,广东省深圳市福田区振华路163号飞亚达大厦六楼,000043,中航地产,1994-09-28,"666,961,416","666,780,666",,,,0,0,华南,广东,深圳市,K 房地产,www.carec.com.cn
000045,深纺织Ａ,深圳市纺织(集团)股份有限公司,"SHENZHEN TEXTILE (HOLDINGS) CO., LTD",广东省深圳市福田区华强北路3号深纺大厦6楼,000045,深纺织Ａ,1994-08-15,"457,021,849","457,021,849",200045,深纺织Ｂ,1994-08-15,"49,500,000","49,430,250",华南,广东,深圳市,C 制造业,www.chinasthc.com
000046,泛海控股,泛海控股股份有限公司,"OCEANWIDE HOLDINGS CO., LTD.",北京市东城区建国门内大街28号民生金融中心C座22层,000046,泛海控股,1994-09-12,"5,196,200,656","4,549,886,929",,,,0,0,华北,北京,北京市,K 房地产,www.fhjs.cn
000048,康达尔,深圳市康达尔(集团)股份有限公司,"SHENZHEN KONDARL(GROUP)CO., LTD",广东省深圳市罗湖区深南东路1086号集浩大厦二、三楼,000048,康达尔,1994-11-01,"390,768,671","381,981,118",,,,0,0,华南,广东,深圳市,C 制造业,www.kondarl.com
000049,德赛电池,深圳市德赛电池科技股份有限公司,"SHENZHEN DESAY BATTERY TECHNOLOGY CO.,LTD",广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦14楼,000049,德赛电池,1995-03-20,"205,243,738","205,243,738",,,,0,0,华南,广东,深圳市,C 制造业,www.desaybattery.com
000050,深天马Ａ,天马微电子股份有限公司,"TIANMA MICROELECTRONICS CO., LTD",广东省深圳市深南中路中航苑航都大厦22层南,000050,深天马Ａ,1995-03-15,"1,401,098,744","943,081,904",,,,0,0,华南,广东,深圳市,C 制造业,www.tianma.cn
000055,方大集团,方大集团股份有限公司,"CHINA FANGDA GROUP CO., LTD",广东省深圳市高新区科技南十二路方大大厦,000055,方大集团,1996-04-15,"420,958,717","419,986,675",200055,方大Ｂ,1995-11-29,"335,951,188","335,951,188",华南,广东,深圳市,C 制造业,www.fangda.com
000056,皇庭国际,深圳市皇庭国际企业股份有限公司,"SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE CO., LTD.",广东省深圳市福田区金田路2028号皇岗商务中心58楼03单元,000056,皇庭国际,1996-07-08,"903,733,208","286,111,180",200056,皇庭B,1995-10-30,"244,051,660","243,234,626",华南,广东,深圳市,K 房地产,www.china-ia.com
000058,深 赛 格,深圳赛格股份有限公司,"SHENZHEN SEG CO.,LTD",广东省深圳市福田区华强北路群星广场A座三十一楼,000058,深 赛 格,1996-12-26,"538,337,692","538,266,003",200058,深赛格B,1996-07-22,"246,461,318","246,461,318",华南,广东,深圳市,L 商务服务,www.segcl.com.cn
000059,华锦股份,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",辽宁省盘锦市双台子区红旗大街,000059,华锦股份,1997-01-30,"1,599,442,537","1,399,970,996",,,,0,0,东北,辽宁,盘锦市,C 制造业,www.hjch.com
000060,中金岭南,深圳市中金岭南有色金属股份有限公司,"SHENZHEN ZHONGJIN LINGNAN NONFEMET CO.,LTD",广东省深圳市福田区车公庙深南大道6013号中国有色大厦24-26楼,000060,中金岭南,1997-01-23,"2,212,627,938","2,211,453,526",,,,0,0,华南,广东,深圳市,C 制造业,www.nonfemet.com
000061,农 产 品,深圳市农产品股份有限公司,"SHENZHEN AGRICULTURAL PRODUCTS CO., LTD",广东省深圳市罗湖区布吉路1021号天乐大厦22楼,000061,农 产 品,1997-01-10,"1,696,964,131","1,691,526,521",,,,0,0,华南,广东,深圳市,L 商务服务,www.szap.com
000062,深圳华强,深圳华强实业股份有限公司,"SHENZHEN HUAQIANG INDUSTRY CO., LTD",广东省深圳市福田区华强北路华强广场A座5楼,000062,深圳华强,1997-01-30,"721,316,774","666,949,797",,,,0,0,华南,广东,深圳市,L 商务服务,www.szhq000062.com
000063,中兴通讯,中兴通讯股份有限公司,ZTE CORPORATION,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,000063,中兴通讯,1997-11-18,"3,398,759,820","3,389,529,096",,,,0,0,华南,广东,深圳市,C 制造业,www.zte.com.cn
000065,北方国际,北方国际合作股份有限公司,NORINCO INTERNATIONAL COOPERATION LTD.,北京市丰台区南四环西路188号总部基地12区47号楼3层(301、302),000065,北方国际,1998-06-05,"274,371,762","267,007,148",,,,0,0,华北,北京,北京市,E 建筑业,www.norinco-intl.com
000066,长城电脑,中国长城计算机深圳股份有限公司,"CHINA GREATWALL COMPUTER SHENZHEN CO., LTD",广东省深圳南山区科技工业园长城计算机大厦,000066,长城电脑,1997-06-26,"1,323,593,886","1,323,570,126",,,,0,0,华南,广东,深圳市,C 制造业,www.greatwall.cn
000068,华控赛格,深圳华控赛格股份有限公司,"SHENZHEN HUAKONG SEG CO.,LTD.",广东省深圳市大工业区兰竹大道以北CH3主厂房,000068,华控赛格,1997-06-11,"1,006,671,464","896,671,464",,,,0,0,华南,广东,深圳市,C 制造业,www.ssg.com.cn
000069,华侨城Ａ,深圳华侨城股份有限公司,"SHENZHEN OVERSEAS CHINESE TOWN CO.,LTD",广东省深圳市南山区华侨城,000069,华侨城Ａ,1997-09-10,"8,205,681,415","6,121,823,962",,,,0,0,华南,广东,深圳市,N 公共环保,www.octholding.com
000070,特发信息,深圳市特发信息股份有限公司,"SHENZHEN SDG INFORMATION CO., LTD",广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,000070,特发信息,2000-05-11,"313,497,373","270,918,495",,,,0,0,华南,广东,深圳市,C 制造业,www.sdgi.com.cn
000078,海王生物,深圳市海王生物工程股份有限公司,"SHENZHEN NEPTUNUS BIOENGINEERING  CO.,LTD",广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,000078,海王生物,1998-12-18,"2,646,590,757","1,839,712,527",,,,0,0,华南,广东,深圳市,F 批发零售,www.neptunus.com
000088,盐 田 港,深圳市盐田港股份有限公司,"SHENZHEN YAN TIAN PORT HOLDINGS CO.,LTD",广东省深圳市盐田区盐田港海港大厦17-20层,000088,盐 田 港,1997-07-28,"1,942,200,000","1,942,145,797",,,,0,0,华南,广东,深圳市,G 运输仓储,www.yantian-port.com
000089,深圳机场,深圳市机场股份有限公司,"SHENZHEN AIRPORT CO.,LTD",广东省深圳市宝安区宝安机场第一办公楼三、四层,000089,深圳机场,1998-04-20,"2,050,769,509","2,050,769,509",,,,0,0,华南,广东,深圳市,G 运输仓储,www.szairport.com
000090,天健集团,深圳市天健(集团)股份有限公司,"SHENZHEN TAGEN GROUP CO., LTD.",广东省深圳市福田区滨河大道5020号证券大厦21楼,000090,天健集团,1999-07-21,"1,197,785,535","773,542,061",,,,0,0,华南,广东,深圳市,E 建筑业,www.tagen.cn
000096,广聚能源,深圳市广聚能源股份有限公司,"SHENZHEN GUANGJU ENERGY CO., LTD",广东省深圳市南山区海德三道天利中央商务广场22楼,000096,广聚能源,2000-07-24,"528,000,000","510,848,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.gj000096.com
000099,中信海直,中信海洋直升机股份有限公司,"CITIC OFFSHORE HELICOPTER CO.,LTD",广东省深圳市罗湖区解放西路188号,000099,中信海直,2000-07-31,"606,070,420","606,070,420",,,,0,0,华南,广东,深圳市,G 运输仓储,www.cohc.citic
000100,TCL 集团,TCL集团股份有限公司,TCL CORPORATION,广东省惠州市仲恺高新技术开发区十九号小区,000100,TCL 集团,2004-01-30,"12,213,681,742","9,001,315,746",,,,0,0,华南,广东,惠州市,C 制造业,www.tcl.com
000150,宜华健康,宜华健康医疗股份有限公司,"YIHUA HEALTHCARE Co., Ltd.",广东省汕头市澄海区文冠路北侧,000150,宜华健康,2000-08-07,"447,804,877","353,932,751",,,,0,0,华南,广东,汕头市,K 房地产,www.yihuarealestate.com
000151,中成股份,中成进出口股份有限公司,"CHINA NATIONAL COMPLETE PLANT IMPORT & EXPORT CO.,LTD",北京市丰台区南四环西路188号二区8号楼,000151,中成股份,2000-09-06,"295,980,000","266,543,967",,,,0,0,华北,北京,北京市,F 批发零售,www.complant-ltd.com
000153,丰原药业,安徽丰原药业股份有限公司,"ANHUI FENGYUAN PHARMACEUTICAL CO., LTD",安徽省无为县北门外大街108号,000153,丰原药业,2000-09-20,"312,141,230","311,977,230",,,,0,0,华东,安徽,芜湖市,C 制造业,www.bbcayy.com
000155,*ST川化,川化股份有限公司,"SICHUAN CHEMICAL CO.,LTD",四川省成都市青白江区大弯镇团结路311号,000155,*ST川化,2000-09-26,"470,000,000","470,000,000",,,,0,0,西南,四川,成都市,C 制造业,www.scwltd.com
000156,华数传媒,华数传媒控股股份有限公司,"WASU MEDIA HOLDING CO.,LTD",浙江省杭州市滨江区江南大道3850号创新大厦15楼1505室,000156,华数传媒,2000-09-06,"1,433,351,902","993,624,337",,,,0,0,华东,浙江,杭州市,R 文化传播,
000157,中联重科,中联重科股份有限公司,"ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD",湖南省长沙市银盆南路361号,000157,中联重科,2000-10-12,"6,275,925,164","6,265,568,472",,,,0,0,华中,湖南,长沙市,C 制造业,www.zoomlion.com
000158,常山股份,石家庄常山纺织股份有限公司,"SHIJIAZHUANG CHANGSHAN TEXTILE CO.,LTD",河北省石家庄市和平东路183号,000158,常山股份,2000-07-24,"1,271,442,278","765,572,375",,,,0,0,华北,河北,石家庄市,C 制造业,www.changshantex.com
000159,国际实业,新疆国际实业股份有限公司,"XINJIANG INTERNATIONAL INDUSTRY CO.,LTD",新疆维吾尔自治区乌鲁木齐市高新区北京南路358号大成国际9楼,000159,国际实业,2000-09-26,"481,139,294","481,081,919",,,,0,0,西北,新疆,乌鲁木齐市,F 批发零售,www.xjgjsy.com
000166,申万宏源,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd",新疆乌鲁木齐市高新区北京南路358号大成国际大厦20楼2001室,000166,申万宏源,2015-01-26,"20,056,605,718","7,154,500,975",,,,0,0,西北,新疆,乌鲁木齐市,J 金融业,
000301,东方市场,江苏吴江中国东方丝绸市场股份有限公司,"Jiangsu Wujiang China Eastern Silk Market Co.,Ltd",江苏省吴江市盛泽镇市场路丝绸股份大厦,000301,东方市场,2000-05-29,"1,218,236,445","1,218,236,445",,,,0,0,华东,江苏,苏州市,D 水电煤气,www.cesm.com.cn
000333,美的集团,美的集团股份有限公司,"Midea Group CO., LTD",广东省佛山市顺德区北滘镇美的大道6号美的总部大楼B区26-28楼,000333,美的集团,2013-09-18,"6,433,463,669","3,393,346,319",,,,0,0,华南,广东,佛山市,C 制造业,www.midea.com.cn
000338,潍柴动力,潍柴动力股份有限公司,"Weichai Power Co., Ltd.",山东省潍坊市高新技术产业开发区福寿东街197号甲,000338,潍柴动力,2007-04-30,"3,027,099,278","2,159,455,763",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaipower.com
000400,许继电气,许继电气股份有限公司,"XJ ELECTRIC CO.,LTD",河南省许昌市许继大道1298号,000400,许继电气,1997-04-18,"1,008,327,309","737,432,596",,,,0,0,华中,河南,许昌市,C 制造业,www.xjec.com
000401,冀东水泥,唐山冀东水泥股份有限公司,"TANGSHAN JIDONG CEMENT CO.,LTD",河北省唐山市丰润区林荫路,000401,冀东水泥,1996-06-14,"1,347,522,914","1,347,188,471",,,,0,0,华北,河北,唐山市,C 制造业,www.jdsn.com.cn
000402,金 融 街,金融街控股股份有限公司,"FINANCIAL STREET HOLDINGS CO., LTD.",北京市西城区金城坊街7号,000402,金 融 街,1996-06-26,"2,988,929,907","2,986,964,923",,,,0,0,华北,北京,北京市,K 房地产,www.jrjkg.com
000403,ST生化,振兴生化股份有限公司,"Zhenxing Biopharmaceutical and Chemical Co., Ltd.",山西省太原市长治路227号高新国际大厦16层,000403,ST生化,1996-06-28,"272,577,599","187,332,124",,,,0,0,华北,山西,太原市,C 制造业,www.999yichun.cn
000404,华意压缩,华意压缩机股份有限公司,"HUAYI COMPRESSOR CO., LTD",江西省景德镇市高新区长虹大道1号,000404,华意压缩,1996-06-19,"559,623,953","558,395,998",,,,0,0,华东,江西,景德镇市,C 制造业,www.hua-yi.cn
000407,胜利股份,山东胜利股份有限公司,"SHANDONG SHENGLI CO., LTD",山东省济南市高新区港兴三路北段济南药谷1号楼B座32层,000407,胜利股份,1996-07-03,"880,084,656","661,449,064",,,,0,0,华东,山东,济南市,C 制造业,www.vicome.com
000408,*ST金源,金谷源控股股份有限公司,"JINGUYUAN HOLDING CO.,LTD",青海省格尔木市昆仑南路15-02,000408,*ST金源,1996-06-28,"252,301,500","252,300,600",,,,0,0,西北,青海,格尔木市,F 批发零售,
000409,山东地矿,山东地矿股份有限公司,"SHANDONG GEO-MINERAL CO., LTD",山东省济南市高新区新宇路750号5号楼,000409,山东地矿,1996-06-27,"472,709,345","334,979,592",,,,0,0,华东,山东,济南市,B 采矿业,
000410,沈阳机床,沈阳机床股份有限公司,"SHENYANG MACHINE TOOL CO.,LTD",辽宁省沈阳经济技术开发区开发大路17甲1号,000410,沈阳机床,1996-07-18,"765,470,884","739,422,945",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.smtcl.com
000411,英特集团,浙江英特集团股份有限公司,"ZHEJIANG INT’L GROUP CO.,LTD",浙江省杭州市下城区东新路江南巷2号3幢,000411,英特集团,1996-07-16,"207,449,946","207,314,121",,,,0,0,华东,浙江,杭州市,F 批发零售,www.intmedic.com
000413,东旭光电,东旭光电科技股份有限公司,"Dongxu Optoelectronic Technology Co., Ltd.",河北省石家庄市高新技术产业开发区黄河大道9号,000413,东旭光电,1996-09-25,"3,585,000,525","2,409,378,121",200413,东旭B,1996-07-08,"250,000,001","250,000,001",华北,河北,石家庄市,C 制造业,
000415,渤海金控,渤海金控投资股份有限公司,"Bohai Financial Investment Holding Co.,Ltd.",新疆维吾尔自治区乌鲁木齐市沙依巴克区黄河路93号,000415,渤海金控,1996-07-16,"6,184,521,282","3,115,585,808",,,,0,0,西北,新疆,乌鲁木齐市,L 商务服务,www.bohaileasing.com
000416,民生控股,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",山东省青岛市崂山区株州路151号,000416,民生控股,1996-07-19,"531,871,494","531,610,254",,,,0,0,华东,山东,青岛市,J 金融业,
000417,合肥百货,合肥百货大楼集团股份有限公司,"HEFEI DEPARTMENT STORE GROUP CO.,LTD",安徽省合肥市长江中路150号,000417,合肥百货,1996-08-12,"779,884,200","778,610,725",,,,0,0,华东,安徽,合肥市,F 批发零售,www.hfbh.com.cn
000418,小天鹅Ａ,无锡小天鹅股份有限公司,"WUXI LITTLE SWAN CO.,LTD",江苏省无锡市国家高新技术产业开发区长江南路18号,000418,小天鹅Ａ,1997-03-28,"441,451,892","437,765,002",200418,小天鹅Ｂ,1996-07-18,"191,035,872","191,035,872",华东,江苏,无锡市,C 制造业,www.littleswan.com
000419,通程控股,长沙通程控股股份有限公司,"CHANGSHA TONGCHENG HOLDINGS CO.,LTD",湖南省长沙市雨花区劳动西路589号,000419,通程控股,1996-08-16,"543,582,655","543,289,983",,,,0,0,华中,湖南,长沙市,F 批发零售,www.e-tongcheng.com
000420,吉林化纤,吉林化纤股份有限公司,"JILIN CHEMICAL FIBRE CO ., LTD",吉林省吉林市昌邑区九站街516-1号,000420,吉林化纤,1996-08-02,"985,353,328","318,246,781",,,,0,0,东北,吉林,吉林市,C 制造业,www.jlcfc.com
000421,南京公用,南京公用发展股份有限公司,"NanJing Public Utilities Development Co., Ltd.",江苏省南京市建邺区应天大街927号,000421,南京公用,1996-08-06,"572,646,934","392,309,100",,,,0,0,华东,江苏,南京市,D 水电煤气,www.zhong-bei.com
000422,湖北宜化,湖北宜化化工股份有限公司,"HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD",湖北省宜昌市猇亭大道399号,000422,湖北宜化,1996-08-15,"897,866,712","897,812,984",,,,0,0,华中,湖北,宜昌市,C 制造业,www.hbyh.cn
000423,东阿阿胶,山东东阿阿胶股份有限公司,"SHAN DONG DONG-E E-JIAO CO., LTD",山东省东阿县阿胶街78号,000423,东阿阿胶,1996-07-29,"654,021,537","653,867,313",,,,0,0,华东,山东,聊城市,C 制造业,www.dongeejiao.com
000425,徐工机械,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",江苏省徐州经济开发区工业一区,000425,徐工机械,1996-08-28,"7,007,727,655","6,993,565,672",,,,0,0,华东,江苏,徐州市,C 制造业,www.xcmg.com
